Indicator_cases,Country,Date,cases,Indicator_deaths,deaths
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-02,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-03,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-09,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-10,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-11,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-15,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-16,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-17,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-22,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-23,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-12-29,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2016-03-23,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-03,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-08,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-10,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-15,2.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-17,3.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-22,3.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-25,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-29,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-31,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-05,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-07,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-12,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-14,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-19,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-21,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-26,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-01,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-03,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-10,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-15,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-17,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-22,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-23,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-24,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-26,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-29,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-30,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-31,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-02,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-05,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-06,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-07,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-14,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-15,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-16,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-19,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-20,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-21,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-22,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-23,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-26,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-27,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-28,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-29,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-01-30,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-02,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-03,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-04,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-05,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-06,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-10,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-11,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-12,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-13,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-16,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-17,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-18,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-19,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-20,4.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",1.0
